name,image_url,main_tag,description
Bharwa Lauki Recipe In No Onion No Garlic Makhani Gravy,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Bharva_Lauki_Recipe_Stuffed_Lauki_Paneer_in_Makhani_Gravy-5.jpg,"northindian maincourse noonionnogarlic  lauki, homemadecottagecheese, besan, gravy1ginger2tablespoonscashewnuts2cardamom elaichi, laung, adjust, haldi, dhania, driedfenugreekleaves  ",Lauki Dum Banarasi or the Bharwa Lauki is a delicious preparation of the Vegetarian Royal Recipe inspired by Cuisines of Nawab. The Stuffed Bottle Gourd is simmered in a nut rich no onion no garlic gravy and smoked to give the authentic taste to the Nawabi Cuisine. 
Bhaji Miligai And Baby Potato Fry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/neerusrikanth/Bhaji_molaga_and_baby_potato_fry.jpg,"indian appetizer vegetarian  bajjivariety lightgreenones, haldi, besan  ","Bhaji Miligai And Baby Potato Fry Recipe is made by shallow frying al dente cooked baby potatoes and bhajji miligai (bhajji chillies) along with garlic, curry leaves, and turmeric powder."
कुर्ग स्टाइल मशरुम करी रेसिपी - Coorg Style Mushroom Curry Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/June-22/Kodava_Style_Kummu_Curry_Recipe_Coorg_Mushroom_Curry-3_1600.jpg,"coorg lunch vegetarian  dhania, haldi, jeera  ","कुर्ग स्टाइल मशरुम करी रेसिपी एक पारम्परिक रेसिपी है जिसे कूर्ग के कोडावा डिस्ट्रिक्ट में बनाया जाता है. इस करी को कोड़ावा कुम्मु करी भी कहा जाता है. इसकी करी बनाने के लिए नारियल, जीरा और लहसुन का प्रयोग किया जाता है. मशरुम में प्रोटीन की मात्रा अद्धिक होती है इसलिए यह आपकी सेहत के लिए भी अच्छा माना जाता है. "
हरे प्याज की पूरी रेसिपी - Hare Pyaaz Ki Puri Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/prasannahede/Hare_Pyaz_Ki_Puri_Recipe_Spring_Onion_Puri-5_1600.jpg,indian dinner vegetarian  ,"हरे प्याज की पूरी रेसिपी एक स्वादिष्ट रेसिपी है जो आपकी रोज की पूरी का एक नया ट्विस्ट है. इस पूरी के आटे में गेहूं के आटे के साथ जीरा, अजवाइन और बारीक कटा हुआ हरा का प्रयोग किया जाता है. हरे प्याज इस पूरी को क्रंच देता है जो इस पूरी को और भी स्वादिष्ट बनाता है."
Jain Style Paneer Makhani Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Guest_Writers/Hina_Gujral/Jain-Style-Paneer-Makhani-Without-Onion-and-Garlic.jpg,"northindian sidedish noonionnogarlic  homemadecottagecheese, matar, capsicum, driedfenugreekleaves, dhania  ","The Jain Style Paneer Makhani Recipe is a rich creamy gravy dish that uses no onion, ginger or garlic and is quick to prepare. The addition of cream and a few spices bring out the delicious flavors of this no Jain Style Paneer Makhani making it a perfect weeknight dinner that can be prepared in less than 30 minutes."
Paneer Bhurji Recipe With Capsicum - Spicy Cottage Cheese Crumble,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Paneer_Bhurji_Recipe-5.jpg,"northindian lunch highproteinvegetarian  homemadecottagecheese, capsicum, jeera, haldi, dhania, salted  ",The Paneer Capsicum Bhurji Recipe is a delicious and wonderful take on the traditional Egg Bhurji that blends together the softness of cottage cheese with the crunchiness of capsicum.
Paneer Methi Paratha Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/0-Archana/Stuffed_Paneer_Methi_Paratha_Recipe-4.jpg,"northindian northindianbreakfast highproteinvegetarian  homemadecottagecheese, jeera, fenugreekleaves  ","Paneer Methi Paratha Recipe is made from whole wheat flour dough stuffed with finely chopped methi leaves and freshly made paneer, spiced up with green chillies and cumin powder. The Paneer Paratha can make a meal in itself and served with a pickle and some yogurt or raita. The paratha makes a great lunch box as well, as it does not brittle and remains soft when heated in a microwave oven."
सूखे मेथी छोले रेसिपी - Sukhe Methi Chole Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/prasannahede/Methi_Chole_Chana_Recipe-5.jpg,indian maincourse vegetarian  ,सूखे मेथी छोले रेसिपी एक सरल और स्वादिष्ट डिश है जिसमे काबुली चने को उबालकर मेथी मसाला के साथ पकाया जाता है. आप इसे पूरी के साथ नाश्ते में भी परोस सकते है. यह एक पोषण से भरपूर रेसिपी है क्यूंकि इसमें छोले है जो प्रोटीन से भरपूर है और मेथी है जो आयरन से भरपूर है.
बेसन मेथी पराठा रेसिपी - Besan Methi Paratha Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Stuffed_Besan_Methi_Paratha_Recipe-8_1600.jpg,northindian northindianbreakfast vegetarian  ,"बेसन मेथी पराठा रेसिपी, सरल और स्वादिष्ट पराठा है जहा पराठे में मेथी और बेसन का मसाला भरा जाता है. आप इस पराठे को सुबह के नाश्ते के लिए भी परोस सकते है. मेथी होने के कारण यह पराठा आयरन से भरपूर होता है, इसलिए इसे रोज के खाने में आप बना सकते है. यह एक अच्छा तरीका है आपके बच्चो को मेथी खिलने का.  "
Bengali Style Hilsa Fish In Poppy Seeds & Yogurt Curry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/ruby_pathak-yahoo.com/hilsa_fish_curry_bengali_style.JPG,"bengali sidedish highproteinnonvegetarian  onionnigellaseeds, haldi, dahiyogurt, adjusttotaste  ","Hilsa Fish In Poppy Seeds & Yogurt Curry Recipe is a Bengali delicacy that is made with the hilsa fish available in monsoons. Hilsa is one of the favourite fishes of the region, that is locally grown near the Ganga river and its tributaries."
Seer Fish Fry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/amina/Fish_fry_original_1_edit.jpg,"indian sidedish highproteinnonvegetarian  haldi, dhania  ",Seer Fish Fry Recipe is a simple and delicious dish of fish fry that is often made in Bengali households. The fish slices are shallow fried to make it healthy and flavoured it with tomato ketchup for an extra taste. You can make this recipe as a side dish along with your meal. 
Mawa Gujiya With Badam and Pista Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Easyfoodsmith/Mawa_Gujiya_With_Badam_and_Pista_Recipe.jpg,"northindian snack vegetarian  maida, semolinarava, warmmilk, mawa, badam, badam  ","Gujiyas are delicious treats that are prepared during festive seasons of Holi or Diwali. They are usually semi circle shaped and are stuffed with different kinds of sweet and savoury fillings such as - coconut, moong dal etc. "
Ripe Jackfruit Malpua With Rabdi Recipe - Kathal Malpua,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Jackfruit_Malpua_with_Rabdi_Recipe_.jpg,"northindian dessert vegetarian  maida, kathal, homemadecottagecheese, elaichi, saunf, ilikeaddingalittlelesssugar pleaseadjustaccordingtoyourtaste, elaichi, badam  ",Jackfruit Malpua with Rabdi Recipe is a delicious take on the classic Indian dessert. You can flavour the Malpua with any fruit that you like. But here we have added our seasonal fruit which is the ripened Jackfruit.
Shakarkandi Malpua Recipe - Mishti Aloo Malpua Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/usashis-gmail.com/Misti_Alur_Malpua_Malpua_with_sweet_potato.jpg,"northindian dessert vegetarian  maida, semolinarava, saunf, elaichi  ",Shakarkandi Malpua is a delicious Indian dessert that is made with sweet potatoes which is flavored with saunf and elaichi.
Oats Apple Phirni Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/OATS_APPLE_PHIRNI_1600.jpg,"northindian dessert vegetarian  oatmeal, elaichi  ",Oats Apple Phirni is an easy to make and is a tasty dessert that is very low in calories. This requires minimal ingredients and can be made in minutes. This phirni is healthy and can also be served to kids for their evening snacks.
बादाम नु गोष्ट रेसिपी - Badam Nu Gosht Recipe,https://www.archanaskitchen.com/images/Badam_Nu_Ghosht_Parsi_recipe-2.jpg,parsi maincourse nonvegeterian  ,बादाम नु गोष्ट रेसिपी एक मटन रेसिपी है जिसमे मटन को खड़े मसाले और बादाम के पेस्ट के साथ पकाया जाता है. बादाम का पेस्ट इसे एक अलग स्वाद और फ्लेवर देता है जो बहुत ही रिच होता है. आप इसे अपने हाउस पार्टीज या किसी भी ख़ास अवसर पर बना सकते है.
करूवेपिल्लई पचड़ी रेसिपी - Karuvepillai Pachadi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Karuvepillai_Pachadi_Recipe__Curry_Leaf_Raita__1600.jpg,southindian sidedish vegetarian  ,"करूवेपिल्लई पचड़ी रेसिपी को कढ़ी पत्ता रायता भी कहा जाता है जिसमे दही के साथ कढ़ी पत्ता, अदरक और हरी मिर्च भी डाला जाता है. यह बनाने में बहुत  आप इसे अपने रोज के खाने के लिए भी बना सकते है."
Palak Paneer Stuffed Paratha Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/21-feb/Palak_Paratha_Stuffed_With_Paneer_Recipe-1.jpg,"indian indianbreakfast vegetarian  palak, pudina, besan, jeera, homemadecottagecheese, dhania, jeera  ",Paneer Stuffed Palak Paratha Recipe is a healthy recipe of using spinach and paneer that is packed with vitamins and proteins and many other nutrients. The addition of spinach and paneer makes the parathas get packed with flavors and taste making it a great recipe for breakfast or even a quick weeknight dinner and kids lunch box recipe.
Shahi Tukda Gajar Halwa Shots With Rabri Recipe,https://www.archanaskitchen.com/images/Gajar_Halwa_Shots_With_Rabri_Recipe_Shahi_Tukda-3_1.jpg,"indian dessert vegetarian  elaichi, gajjar, preferablyred, mawa, elaichi, badam  ","A twist to the traditional Indian Desserts, the  Shahi Tukda Gajar Halwa Shots With Rabri Recipe is a fusion between Gajar Halwa and Shahi Tukda."
Scrambled Egg Bread Upma Recipe With Potatoes,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Bread_Upma_Recipe_with_Potatoes_and_Eggs-1.jpg,"southindian southindianbreakfast eggetarian  oroneloaf, aloo, raikadugu, dhania  ","Scrambled Egg Bread Upma Recipe With Potatoes, is a delicious blend of potatoes and eggs combined with leftover bread. The eggs along with the potatoes add nutrition to this dish, making it wholesome and delicious. Next time when you have some leftover bread, you must give this recipe a try."
Aloo Simla Mirch Ki Sabzi Recipe - Aloo & Capsicum Sabzi,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Aloo_Simla_Mirch_Recipe_Potato_Capsicum_Curry-1.jpg,"northindian lunch vegetarian  aloo, capsicum, dhania, haldi, dhania  ","Aloo Capsicum Sabzi Recipe is a simple sabzi to make and is a delicious vegetable that is cooked along with the basic ingredients that will be available in your pantry any time. The addition of onion, ginger and roasted capsicum, makes the sabzi quick to make and delicious to eat."
Aloo Palak Sabzi Recipe - Sautéed Potatoes With Spinach,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Aloo_Palak_Sabzi_Recipe_Potato_Spinach_Stir_fry-2-2.jpg,"northindian dinner vegetarian  aloo, palak, haldi, dalchini, jeera  ","Aloo Palak Sabzi Recipe is a simple and easy dish made from boiled potatoes and sautéed spinach, delicately spiced cinnamon. Potatoes high in starch and carbohydrates and spinach rich in iron and minerals, cooked with low fat ingredients makes it a perfect lunch box meal for kids and adults."
Gujarati Dal Dhokli Recipe-Sweet & Spicy Tangy Dal Curry with Whole Wheat Strips,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Gujarati_Dal_Dhokli_Recipe-14.jpg,"gujarati﻿ dinner highproteinvegetarian  pigeonpea, raikadugu, jeera, dalchini, tejpatta, malabartamarind, haldi, hing, moongphali, dhania, thepladough, haldi, hing  ","The Gujarati Dal Dhokli is one of the most delicious Gujarati one dish meals that I was introduced to when I got married. Strips of spice whole wheat dough known as thepla dough are dropped into boiling hot lentils to get the soup like consistency along with pasta-like texture and crunchiness of the peanuts. It tastes delicious when served in a wide mouth soup bowl, drizzled with teaspoon of ghee and sprinkled with finely chopped onions."
Gajar Shimla Mirch Sambharo Recipe - Instant Gujarati Carrot Capsicum Pickle,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Articles/Gajjar_Mirch_Ka_Sambhaar_Recipe_Instant_Carrot_Capsicum_Pickle_-2_1600.jpg,"gujarati﻿ sidedish vegetarian  gajjar, capsicum, methikuria, raikuria, haldi, hing  ","Gajar Shimla Mirch Sambharo is an instant vegetable pickle that is easy to make using very few ingredients. This instant carrot and capsicum is made with a traditional Sambharo Masala and goes well with dals, parathas, rice and just about anything that needs an accompaniment."
चकुंदर सलाद रेसिपी - Simple Steamed Indian Beet Salad Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Indian_Boiled_Beetroot_Salad_Recipe-4_1600.jpg,indian appetizer vegetarian  ,"चकुंदर सलाद रेसिपी एक सरल और सेहतमंद रेसिपी है जिसमे चकुंदर/बीटरूट को उबाल कर इसका प्रयोग किया जाता है. इसके ऊपर नमक, काली मिर्च और जीरा पाउडर भी डाला जाता है जो इसे और अच्छा फ्लेवर देता है. "
Basundi / Rabri Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Sweets_Mithai/Kesar_Pineapple_Rabri_Basundi_Sweet_Mithai_Recipe_Pudding-1.jpg,"gujarati﻿ dessert vegetarian  ilikeaddingalittlelesssugarpleaseadjustaccordingtoyourtaste, elaichi, badam  ","Basundi also known as Rabri in some parts of India is a creamy rich dessert, is prepared especially during the festivities of Kali Chaudas and just about every small function or a party. "
Hare Pyaaz Ki Puri Recipe - Spring Onion Puri ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/prasannahede/Hare_Pyaz_Ki_Puri_Recipe_Spring_Onion_Puri-5_1600.jpg,"indian dinner vegetarian  jeera, caromseeds, dhania  ","Hare Pyaaz Ki Puri Recipe is essentially a twist to a classic puri. The puri dough is made by combining the wheat flour along with cumin seeds, ajwain and finely chopped spring onion greens. "
Lapsi Recipe  - Sweetened Gujarati Broken Wheat ,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Sweets_Mithai/Gujarati_Lapsi_Broken_Wheat_Pudding_Recipe-1.jpg,"gujarati﻿ dessert vegetarian  daliagodumairava, elaichi  ","Lapsi Recipe is a Gujarati sweet dish made from broken wheat has an age-old significance of being auspicious. It is made on special occasions like buying a home, new job, new baby or any other memorable occasion with prayers of good luck for the new beginning. Broken wheat is rich in fiber and jaggery is rich in vitamins and minerals making Lapsi a very nutritive sweet. The traditional recipe that is made is plain and simple without any nuts and spices. However adding fruits like grapes, dried raisins and nuts to this recipe makes it richer and tastier. "
Aloo Beans Sabzi Recipe - Potato & Beans Stir Fry,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Aloo_Beans_Sabzi_Curry_Porial_Recipe-2.jpg,"gujarati﻿ lunch vegetarian  aloo, frenchbeans, raikadugu, jeera, dhania, haldi, hing  ","The Aloo Beans Sabzi Recipe is a simple Gujarati vegetable that is traditionally known as the Fansi Batata Nu Shaak. The recipe is a Semi Jain Style version of the dish, where I have used potatoes, but not used onion and garlic. The addition of coriander powder, along with asafoetida and red chillies, brings out the flavors and taste of this simple and yet wholesome sabzi. This sabzi makes a great lunch box meal."
Lehsuni Moong Dal Tadka Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Lehsuni_Moong_Dal_Tadka_Recipe-4_1600.jpg,"northindian lunch highproteinvegetarian  split, haldi, dhania, jeera, hing  ",Moong Dal Tadka is a very simple and healthy dal recipe that requires a handful of ingredients but is packed with flavour. It makes a great lunch or dinner and is one of my favourite comfort foods. I guarantee you will love this recipe! Enjoy as a soup or with steamed rice and/or chapati with a little pickle on the side.
Shahi Paneer Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Shahi_Paneer_Recipe-1.jpg,"northindian lunch highproteinvegetarian  homemadecottagecheese, jeera, jeera, elaichi, haldi, dhania  ","Shahi Paneer Recipe is a delicious North Indian preparation of succulent pieces of Cottage Cheese or Paneer that cooked in rich gravy of tomatoes and cream. It is simple and quick to make and is ready within 30 minutes, making it a perfect weeknight dinner."
Cabbage and Carrot Sambharo Recipe - Gujarati Vegetable Stir Fry,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Anjana_Chaturvedi/Cabbage_and_carrot_sambharo.jpg,"gujarati﻿ lunch vegetarian  gajjar, pattagobimuttaikose, capsicum, haldi, raikadugu, hing  ","Cabbage Cabbage and Carrot Sambharo Recipe is a traditional warm salad of sorts typically prepared in Gujarat. The unique thing about this salad is the vegetables are lightly stir fried but not cooked soft. They remain mildly crunchy, and are usually had along with papdi, dhokla, fafda and other popular Gujarati snacks. Sometimes it is also made with just carrots, or with the addition of raw papaya or capsicum."
Corn Halwa Recipe - Makki Ka Halwa,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/CORN_HALWA_1600.jpg,indian dessert vegetarian  elaichi  ,"Corn Halwa is a quick, delicious, melt in mouth sweet prepared with sweet corn. It is milk based halwa that has unique taste of sweet corn."
Kesar Pista Falooda Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/KESAR_PISTA_FALOODA_1600.jpg,indian dessert vegetarian  sabja  ,"Kesar Pista Falooda is a delicious Indian Dessert Drink prepared by condensing milk along with saffron and pistachios. Sabja seeds added to the falooda adds a very nice crunch while the falooda sev is nice and soft. Falooda tastes best when served chilled topped with ice cream, tutti frutti and cherries. "
Fada Ni Khichdi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Kalyani_S/Fada_Ni_Khichdi.jpg,"gujarati﻿ lunch vegetarian  daliagodumairava, split, haldi, gajjar, frenchbeans, laung, elaichi, dalchini, jeera, hing  ","Fada Ni Khichdi is a delicious one pot meal which can be made for a weekday dinner. Made with Broken wheat instead of rice, this is a perfect treat for diabetics and  weight watchers too. "
वाघरेला चावल रेसिपी - Vagharela Chawal Recipe,https://www.archanaskitchen.com/images/Parsi_Brown_Rice_Vagharela_Chawal_recipe-1.jpg,parsi maincourse vegetarian  ,"वाघरेला चावल रेसिपी का मतलब होता है चावल जिसमे तड़का डाला जाता है. पारसी में तड़का को वघार कहते है. इस में प्याज को पतला और सीधा काट के भूरा रंग का बनाया जाता है. इसमें गरम मसालो जैसे की दालचीनी, इलाइची और लॉन्ग का भी प्रयोग किया जाता है जो चावल को एक अलग एरोमा देता है. "
पुदीना इडली रेसिपी - Pudina Idli Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shyma_Menon/Healthy_Homemade_Pudina_Idli_Recipe_Mint_Idli_Recipe-2_1600.jpg,southindian southindianbreakfast vegetarian  ,पुदीना इडली एक नया ट्विस्ट है जो आप अपनी साधारण इडली में डाल सकते है. इस इडली को बनाने के लिए इडली बेटर में हरी चटनी को मिलाया जाता है जो इसे एक ताज़ा और स्वादिष्ट फ्लेवर देता है.
अचारी मसाला रेसिपी - Achari Masala Recipe For Fresh Pickles,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Achari_Masala_For_Fresh_Pickles-4.jpg,gujarati﻿ sidedish vegetarian  ,अचारी मसाला रेसिपी एक पारम्परिक रेसिपी है जिसका प्रयोग गुजरात में ताज़ा अचार बनाने के लिए किया जाता है. इस मसाले को सम्भारो मसाला भी कहा जाता है. यह एक सरल मसाला है जिसको बनाने के लिए सिर्फ 6 सामग्री की जरुरत पड़ती है.
Chemba Arisi Thengai Paal Payasam Recipe- Red Rice Payasam ,https://www.archanaskitchen.com/images/archanaskitchen/Kerala_Matta_Rice_Payasam_recipe_Red_Rice_-3_1_1600.jpg,"kerala dessert vegetarian  elaichi, kopra  ","Chemba Arisi Thengai Paal Payasam Recipe is a creamy and delicious payasam recipe with traditional  South Indian flavors of rice, jaggery and coconut milk. This Thengai Paal Payasam recipe is made with Chemba rice which is also called as Red Rice or Matta Rice."
Gajar Ka Halwa Recipe - Indian Carrot Pudding,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/jan-5/Carrot_Halwa_Recipe-0834.jpg,"northindian dessert vegetarian  gajjar, forbestresults tryandavoidusingthecoreasmuchaspossible, clarifiedbutter, elaichi, badam  ","Gajar Ka Halwa is a Quick & Easy Indian Carrot Pudding, a traditional North Indian sweet dish which can be enjoyed either hot or cold. Made with simple ingredients, especially the red variety of carrots popular in North India, this Carrot Pudding is typically enjoyed during winters."
गोअन चिकन विंडालू रेसिपी - Goan Chicken Vindaloo Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/foodcoworg-gmail.com/Goan_Chicken_Vindaloo_1600.jpg,goan dinner nonvegeterian  ,"गोअन चिकन विंडालू रेसिपी, एक गोअन डिश है जिसमे जिसमे पोर्तुगीस और ब्रिटिश झलक आती है. यह एक स्वादिष्ट चिकन करी है जिसे आप आपने हाउस पार्टीज के लिए बना सकते है. आप इसमें चिकन की बजाए प्रॉन्स, फिश, बीफ या मटन का भी प्रयोग कर सकते है. इसमें लाल मिर्च के साथ सिरके का प्रयोग किया जाता है जो इसको और भी स्वाद देता है."
क्रीमी चिकन करी रेसिपी - Easy Creamy Chicken Curry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/foodcoworg-gmail.com/Easy_Creamy_Chicken_Curry.jpg,northindian lunch nonvegeterian  ,"क्रीमी चिकन करी रेसिपी एक सरल करी है जिसमे क्रीम, काली मिर्च और सुखी मेथी का प्रयोग किया जाता है. यह एक वन पॉट रेसिपी है जो बहुत कम समय में बन जाती है. क्यूंकि यह बनाने में सरल है आप इसे अपने रोज के खाने के लिए भी बना सकते है. "
पटियाला आलू रेसिपी - Patiala Aloo Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Patiala_Aloo_Recipe-5.jpg,northindian maincourse noonionnogarlic  ,पटियाला आलू रेसिपी एक तीखी आलू की सब्ज़ी है जिसे पंजाबी घरो में बनाया जाता है. इसमें आलू को पैन फ्राई करके सूखे मसालो के साथ पकाया जाता है. इसमें टमाटर की प्यूरी का भी प्रयोग किया जाता है जो इसको और भी स्वाद देता है. 
Kashmiri Kulith Ki Dal Recipe - Horse Gram Dal Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Kashmiri_Kulith_Dal_Recipe_Horsegram_Dal_Kollu-5_1600.jpg,"kashmiri maincourse diabeticfriendly  kollukulith, haldi, jeera, hing, dhania  ","Kashmiri Kulith Ki Dal Recipe is a super nutritious dal with simple spices, that can be made in a jiffy. "
Makai Dhokla Recipe - Savoury Steamed Corn Cake,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Makai_Dhokla_Savoury_steamed_Corn_cakes.jpg,"gujarati﻿ snack highproteinvegetarian  dahiyogurt, hing, haldi, dhania, tadka, raikadugu, jeera, hing  ","Makai Dhokla or Corn Dhokla is a light and healthy snack, made using fresh corn kernels and corn dalia. The corn dalia enhances the taste as well as the texture of the dhokla. This instant Dhokla does not need any advance preparation and can be made using simple, easily available ingredients. You can substitute the corn dalia with regular wheat Dalia or semolina in case you do not find corn dalia. Makai Dhokla is a perfect snack box recipe."
Semolina Gujiya Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Dhara_joshi/Semolina_gujiya.jpg,"gujarati﻿ dessert vegetarian  maida, semolinarava, elaichi, badam  ","Semolina Gujiya is a sweet dish which is made with All purpose flour with the filling of semolina, coconut and dry fruits. It is a very popular sweet dish and is mainly served during the special occasions like Holi, Diwali and special family occasions. "
Dal Dhokli Recipe With Sprouted Moong Dal,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/suman_prakash/Sprouted_Moong_Dal_Dhokli_Recipe-1.jpg,"gujarati﻿ lunch vegetarian  besan, haldi, dhania, dhania, haldi, dalchini, malabartamarind, moongphali, dhania, jeera, raikadugu, hing  ","The Dal Dhokli Recipe With Sprouted Moong Dal is a twist to the traditional Dal Dhokli recipe and makes a wholesome one dish weekend lunch for the summers. The light sweet and spicy sprouted moong dal is simmered in whole wheat pastas, also known as the dhokli is simply delicious. The addition of green moong sprouts adds a great addition of richness and protein to the dal making it a perfect wholesome dish."
Gujarati Khaman Dhokla Recipe - Savory Steamed Lentil Cakes,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Appetizers/Preethi_Kitchen_Appliance_Khaman_Dhokla_From_Chana_dal_Recipe_Gujarati_Video-2.jpg,"gujarati﻿ snack vegetarian  bengalgramdal, dahiyogurt, haldi, raikadugu, tilseeds, dhania  ","The Gujarati Khaman Dhokla is a very popular farsan from the Gujarati cuisine.  It is traditionally made using the bengal gram dal, which is soaked and the ground to make the dhokla batter."
कश्मीरी मटन यखनी रेसिपी - Kashmiri Mutton Yakhni Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Kashmiri_Style_Yakhni_Mutton_Gravy_Recipe-4.jpg,kashmiri maincourse nonvegeterian  ,"कश्मीरी मटन यखनी रेसिपी एक स्वाद से भरपूर कश्मीरी करी है जिसमे मटन को दही की ग्रेवी में कुछ रोज के मसलो के साथ पकाया जाता है.  इसमें इलाइची, दालचीनी और तेज पत्ता का प्रयोग होता है जो इसका स्वाद और भी बढ़ाता है. आप इसे अपनी हाउस पार्टीज के लिए भी बना सकते है. "
पनीर टिक्का पुलाव रेसिपी - Paneer Tikka Pulao Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/PANEER_TIKKA_PULAO_1600.jpg,northindian lunch vegetarian  ,पनीर टिक्का पुलाव रेसिपी एक सरल वन पॉट मील है चावल को पनीर और मसालो के साथ पकाया जाता है. अगर आपके पास पहले का पनीर टिक्का पड़ा है तोह आप वो भी इस रेसिपी को बनाने के लिए प्रयोग कर सकते है. इसे अपने लंच बॉक्स में पैक करें और अपने पसंद के रायते के साथ इसका ननद उठाए। 
पुदीना धनिया पुलाव रेसिपी - Mint Coriander Spice Pulao Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Mint_Coriander_Spice_Pulao_Recipe-9.jpg,indian maincourse vegetarian  ,"पुदीना धनिया पुलाव रेसिपी एक स्वादिष्ट और आसान पुलाव है जिसमे तेज पत्ता, दालचीनी और स्टार अनीस का प्रयोग फ्लेवर देने के लिए किया जाता है. पसीना और धनिया का प्रयोग इस पुलाव में किया जाता है जो इस पुलाव को और भी ताज़ा बनाता है."
गुजराती लसनिया बटाटा रेसिपी - Gujarati Lasaniya Batata Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Lehsuniya__Lasaniya_Batata_Gujrati_Grlic_Potato_Curry.jpg,gujarati﻿ sidedish vegetarian  ,"गुजराती लसनिया बटाटा रेसिपी एक स्वादिष्ट करी है जिसमे लहुसन का प्रयोग किया जाता है जो इस करी को और भी फ्लेवर देता है. यह डिश गुजरात के घरो में अक्सर बनाई जाती है. आप इसे सुखी और ग्रेवी वाली, दोनों तरीके से बना सकते है. आप इसे अपने लंच बॉक्स में भी पैक कर सकते है. "
Sweet Potato Kheer Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Sweet_Potato_Kheer_Recipe_.jpg,"northindian dessert vegetarian  elaichi, semolinarava  ",Sweet Potato Kheer Recipe is a must try sweet delicacy made with sweet potato and semolina. The sweet is simmered in coconut milk and flavored with saffron strands. The kheer is luscious to be had after nice meal on a Sunday evening. Adding sweet potato is also another way to eat something healthy and not worry about extra calories.
